Step,Reward,TorsoHeight,Terminated,Truncated
0,2.248064425167577,0.7972522836871846,False,False
1,1.8614616411683613,0.7914635148068645,False,False
2,0.9511545179395776,0.7564074893700726,False,False
3,-0.01617405694522761,0.7421891513052894,False,False
4,-0.060571042687553894,0.701462959472689,False,False
5,-1.062702368044964,0.6429872091271646,False,False
6,-1.966078324103137,0.5852426060181148,False,False
7,-1.6844622010956116,0.5500693767210441,False,False
8,-1.0910649733953983,0.541179647780739,False,False
9,-0.26292696492547507,0.5552790014673259,False,False
10,0.09215697465027195,0.6313611536913928,False,False
11,2.202690457620335,0.7078927642061602,False,False
12,3.4333303663664485,0.7610459394193667,False,False
13,3.3082470912701885,0.7896735716585088,False,False
14,3.808230809048037,0.8166697137737643,False,False
15,3.0849096998872145,0.863757203714516,False,False
16,3.6384749468627016,0.9045933573362075,False,False
17,3.9768144964033607,0.9247468232013084,False,False
18,3.801665360378394,0.9264301227951742,False,False
19,2.4619595945780746,0.9119466507722515,False,False
20,2.692969682223643,0.8776593565570628,False,False
21,3.611939846171544,0.8099945478495305,False,False
22,3.1361438238044856,0.7125018287784242,False,False
23,3.9112913043251583,0.6721975241995906,False,False
24,5.468882184880153,0.7372488886983158,False,False
25,5.034214956393903,0.7914187406299035,False,False
26,4.853677339343112,0.8206009262791552,False,False
27,4.340184704475554,0.8252133132548716,False,False
28,4.1011134463115155,0.8065576764997983,False,False
29,3.7050212001040332,0.7695958284672717,False,False
30,3.3285211018413636,0.7087461740484472,False,False
31,4.234955385622715,0.6324041522133415,False,False
32,4.458523690412845,0.6093126121105876,False,False
33,4.331650606782436,0.5976435135619618,False,False
34,4.469043294613441,0.596183751610158,False,False
35,4.999074760398338,0.6448402069327981,False,False
36,4.342523203232727,0.669306172241601,False,False
37,3.880381951981878,0.6600885347941376,False,False
38,3.9370058016932283,0.6236206970959166,False,False
39,2.936949478369721,0.582490123095446,False,False
40,2.1950796920232576,0.5416639941731731,False,False
41,4.11324428582951,0.5564430333007099,False,False
42,0.4490557433821182,0.6898133490326948,False,False
43,0.8430612837231375,0.8940108852368124,False,False
44,1.4650009425061112,1.0624927484780344,True,False
45,2.2722979098857934,0.7618565503066308,False,False
46,1.8813701515260777,0.7605331974117413,False,False
47,1.8726334962604534,0.7184045152814178,False,False
48,0.9235343026406624,0.6471317182023587,False,False
49,-0.06019823112783973,0.6298176437818882,False,False
50,1.3850334321951236,0.6310739749440213,False,False
51,1.0551190236139594,0.6101345795366987,False,False
52,1.5166119607314612,0.5767991430472945,False,False
53,1.4163108134842615,0.5796677786870176,False,False
54,1.2420845338330933,0.6423908108431858,False,False
55,1.9444855733830406,0.6951143490135708,False,False
56,1.720684828405931,0.7269034076092605,False,False
57,2.4444916282149896,0.7437199454146862,False,False
58,2.2294289659434914,0.7424518223100346,False,False
59,1.6037133161756412,0.7238689478033585,False,False
60,1.9184642230989697,0.6808310240992068,False,False
61,1.7536932842378383,0.6169616000504256,False,False
62,0.3288802851625926,0.5306464825610704,False,False
63,-0.8446049839139174,0.5111020068835497,False,False
64,-0.8454497133197503,0.5531225848376952,False,False
65,-0.41719950464234895,0.6080131012210873,False,False
66,-0.44159970496429435,0.6388238384710203,False,False
67,-0.569951090001011,0.6403238980629227,False,False
68,-0.8714824852197621,0.6201640930171382,False,False
69,-1.5081274544593914,0.5831165861283101,False,False
70,-1.5787394762001945,0.6015245332596282,False,False
71,-1.9605819418463541,0.6172546737283411,False,False
72,-1.193906151607859,0.6066018636002148,False,False
73,-0.19446553964902225,0.5910248747026358,False,False
74,-0.4259819597828277,0.6237603738153535,False,False
75,0.17169369986984176,0.658537147012653,False,False
76,-0.6917710811374032,0.666073285276421,False,False
77,-0.4371478569739565,0.6675871538821209,False,False
78,-0.4219886537954263,0.6409671309051815,False,False
79,-1.4238032564917167,0.5960270364321758,False,False
80,-0.7234458883279636,0.5616227495823216,False,False
81,0.2167564006366852,0.5053907581314517,False,False
82,-1.5291747192127385,0.48057078142856235,False,False
83,0.08764082412081742,0.577356358182308,False,False
84,1.6434886798906676,0.7184971562469661,False,False
85,1.6136629670531997,0.8323542074420972,False,False
86,1.7884791870701628,0.9284711941404373,False,False
87,1.231981501366859,1.0176824115132819,True,False
88,2.116418122320872,0.7922679253007825,False,False
89,1.520120548346402,0.7802459211828295,False,False
90,2.1471094923427545,0.7588646625644344,False,False
91,1.1120077873841998,0.714930744759629,False,False
92,1.300749305214095,0.7233004132551079,False,False
93,2.4085133840988338,0.7557444979629804,False,False
94,1.7657090735735816,0.7694395654136199,False,False
95,1.7715967169663203,0.75353258123784,False,False
96,0.875144373975182,0.7095848608000842,False,False
97,0.9339368594812022,0.6511923314693242,False,False
98,1.6947748571140888,0.5995106109849452,False,False
